Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards,PlayerID
1015,Antti Raanta,33,CAR,G,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1561:13,57:49,0,0,,0,0,0,8,,raantan01
1016,Sampo Ranta,22,COL,LW,6,0,0,0,0,4,0,0,0,0,0,0,0,5,0.0,10,44:03,7:21,0,1,0.0,3,10,0,2,,rantasa01
1017,Adam Raška,21,SJS,RW,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3,35:45,11:55,0,1,0.0,2,13,1,3,,raskaad01
1018,Alec Regula,22,CHI,D,4,0,0,0,-3,4,0,0,0,0,0,0,0,2,0.0,7,66:23,16:36,0,0,,8,4,1,7,,regulal01
1019,James Reimer,34,SJS,G,43,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2538:00,59:01,0,0,,0,0,2,13,,reimeja01
1020,Sheldon Rempal,27,VEG,RW,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,,1,7:44,7:44,0,0,,0,0,0,0,,rempash01
1021,Dan Renouf,28,BOS,D,1,0,0,0,-3,0,0,0,0,0,0,0,0,5,0.0,5,11:34,11:34,0,0,,2,1,0,1,,renouda01
1022,David Rittich,30,WPG,G,21,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1121:41,53:25,0,0,,0,0,7,11,,rittida01
1023,Tristen Robins,21,SJS,RW,3,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,2,41:08,13:43,13,17,43.3,3,2,0,1,,robintr01
1024,Dmitri Samorukov,23,STL,D,2,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,4,29:45,14:53,0,0,,2,0,0,0,,samordm01
1025,Felix Sandström,26,PHI,G,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1112:51,55:39,0,0,,0,0,0,5,,sandsfe01
1026,Akira Schmid,22,NJD,G,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,901:21,50:05,0,0,,0,0,0,5,,schmiak01
1027,Riley Sheahan,31,BUF,C,2,0,0,0,-2,4,0,0,0,0,0,0,0,0,,0,16:37,8:19,7,3,70.0,1,0,0,1,,sheahri01
1028,Arturs Silovs,21,VAN,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,305:56,61:11,0,0,,0,0,0,1,,silovar01
1029,Nathan Smith,24,ARI,C,4,0,0,0,-1,4,0,0,0,0,0,0,0,2,0.0,6,29:46,7:27,9,11,45.0,3,6,3,1,,smithna03
1030,Arvid Söderblom,23,CHI,G,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,835:14,55:41,0,0,,0,0,0,8,,soderar01
1031,Nikita Soshnikov,29,NYI,RW,3,0,0,0,-2,0,0,0,0,0,0,0,0,4,0.0,9,29:49,9:56,0,1,0.0,0,8,0,1,,soshnni01
1032,Alex Stalock,35,CHI,G,27,0,0,0,0,16,0,0,0,0,0,0,0,1,0.0,1,1475:20,54:39,0,0,,0,0,5,26,,staloal01
1033,Jaxson Stauber,23,CHI,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,363:30,60:35,0,0,,0,0,0,5,,staubja01
1034,Alex Steeves,23,TOR,F,3,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,5,23:32,7:51,0,0,,0,3,2,0,,steeval02
1035,Anthony Stolarz,29,ANA,G,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,820:03,43:10,0,0,,0,0,0,8,,stolaan01
1036,Anton Strålman,36,BOS,D,8,0,0,0,-3,2,0,0,0,0,0,0,0,3,0.0,14,122:58,15:22,0,0,,10,12,3,2,,stralan01
1037,Austin Strand,25,ANA,D,5,0,0,0,-2,2,0,0,0,0,0,0,0,5,0.0,9,62:01,12:24,0,0,,4,5,0,0,,stranau01
1038,Marián Studenič,24,DAL,RW,3,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,6,26:04,8:41,0,0,,0,3,0,3,,studema01
1039,C.J. Suess,28,SJS,LW,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,,0,5:50,5:50,0,1,0.0,0,1,0,0,,frankcl01
1040,Nick Swaney,25,MIN,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9:33,9:33,0,0,,0,3,1,0,,swaneni01
1041,Jeremy Swayman,24,BOS,G,37,0,0,0,0,2,0,0,0,0,0,0,0,0,,1,2012:59,54:24,0,0,,0,0,0,10,AS-9Byng-33Jennings-1,swaymje01
1042,Cam Talbot,35,OTT,G,36,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1947:00,54:05,0,0,,0,0,0,20,,talboca01
1043,Logan Thompson,25,VEG,G,37,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2171:22,58:41,0,0,,0,0,0,14,AR-2Calder-8,thomplo01
1044,Tyce Thompson,23,NJD,RW,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,3,17:18,8:39,0,0,,2,0,0,1,,thompty01
1045,Lassi Thomson,22,OTT,D,2,0,0,0,-2,4,0,0,0,0,0,0,0,1,0.0,2,21:47,10:54,0,0,,0,2,1,0,,thomsla01
1046,Dustin Tokarski,33,PIT,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,209:24,52:21,0,0,,0,0,0,3,,tokardu01
1047,Riley Tufte,24,DAL,LW,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,3,23:52,7:57,0,0,,0,6,0,0,,tufteri01
1048,Alex Turcotte,21,LAK,C,4,0,0,0,-2,5,0,0,0,0,0,0,0,2,0.0,5,27:54,6:59,6,8,42.9,0,1,1,2,,turcoal02
1049,Semyon Varlamov,34,NYI,G,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1334:44,58:02,0,0,,0,0,0,11,,varlasi01
1050,Karel Vejmelka,26,ARI,G,50,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2940:50,58:49,0,0,,0,0,2,26,,vejmeka01
1051,Jeffrey Viel,26,SJS,F,4,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,6,36:41,9:10,0,0,,2,6,2,1,,vielje01
1052,Daniel Vladař,25,CGY,G,27,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1483:55,54:58,0,0,,0,0,0,10,,vladada01
1053,Chris Wagner,31,BOS,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12:36,12:36,1,3,25.0,1,6,0,0,,wagnech01
1054,Scott Wedgewood,30,DAL,G,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1126:46,53:39,0,0,,0,0,0,10,,wedgesc01
1055,Dylan Wells,25,CHI,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20:00,20:00,0,0,,0,0,0,1,,wellsdy01
1056,Maxwell Willman,27,PHI,C,9,0,0,0,-3,4,0,0,0,0,0,0,0,9,0.0,17,80:40,8:58,0,3,0.0,6,16,1,0,,willmma01
1057,Dustin Wolf,21,CGY,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,59:54,59:54,0,0,,0,0,0,1,,wolfdu01
1058,Joseph Woll,24,TOR,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,416:26,59:29,0,0,,0,0,0,3,,wolljo01
